"tpc_num","journal","authors","year","parasite_species","genus","family","order","class","phylum","trait_type","sample_size_all_temps","num_temps_in_curve","cause_of_repeated_measures","same_experiment","measurement_metric","simplified_metric","sampling_location_available","mean_ann_temp","max_month_temp","min_month_temp","latitude","author_latitude","dist_zone","altitude_m","habitat","plant_anim_parasite","endotherm_in_cycle","stage_in_out_host","target_host","source"
199,"Nematology","Bazman, I., Ozer, N., Hazir, S.",2008,"Steinernema_weiseri","Steinernema","Steinernematidae","Rhabditida","Chromadorea","Nematoda","development","",7,"other","no","mean","mid","yes, exact",9.3,26.9,-5.8,"40",".","temperate","1057","terrestrial","animal","no endotherm in life cycle","in host","in invert","Mrácek, Z. et al. 2003. Systematic Parasitology, 56(1): 37-47."
207,"Journal of Thermal Biology","Hatab, M. A. A., Gaugler, R.",1997,"Steinernema_riobravis","Steinernema","Steinernematidae","Rhabditida","Chromadorea","Nematoda","development","",4,"other","no","min","min","yes, exact",13.9,24.5,3.8,"37",".","temperate","6","terrestrial","animal","no endotherm in life cycle","in host","in invert","Cabanillas, H.E. et al. 1994. Fundamental and Applied Nematology, 17(2): 123-131."
209,"Journal of Invertebrate Pathology","Kung, S. P., Gaugler, R., Kaya, H. K.",1991,"Steinernema_glaseri","Steinernema","Steinernematidae","Rhabditida","Chromadorea","Nematoda","survival","",4,"other","no","50%","mid","yes, exact",13.9,24.5,3.8,"37",".","global","6","terrestrial","animal","no endotherm in life cycle","outside host","outside host: targets invert","http://entnemdept.ufl.edu/nguyen/morph/GLASERI.htm"
210,"Journal of Invertebrate Pathology","Kung, S. P., Gaugler, R., Kaya, H. K.",1991,"Steinernema_carpocapsae","Steinernema","Steinernematidae","Rhabditida","Chromadorea","Nematoda","survival","",4,"other","no","40%","other/not specified","yes, exact",13.9,24.5,3.8,"37",".","global","6","terrestrial","animal","no endotherm in life cycle","outside host","outside host: targets invert","Burnell, A. & Stock, S.P. 2000. Nematology 2 (1): 31-42."
228,"Pakistan Journal of Zoology","Raheel, M., Javed, N., Khan, S. A., Aatif, H. M., Ahmed, S.",2017,"Steinernema_feltiae","Steinernema","Steinernematidae","Rhabditida","Chromadorea","Nematoda","development","",5,"other","no","min","min","yes, exact",9.9,21.7,0.3,"51",".","global","66","terrestrial","animal","no endotherm in life cycle","in host","in invert","Burnell, A. & Stock, S.P. 2000. Nematology 2 (1): 31-42."
196,"Revista De Biologia Tropical","Achinelly, M. F., Garcia, J. J.",2003,"Strelkovimermis_spiculatus","Strelkovimermis","Mermithidae","Mermithida","Enoplea","Nematoda","survival","",4,"metrics","yes","50%","mid","yes, exact",16.1,28.9,5.6,"-35",".","temperate","12","freshwater","animal","no endotherm in life cycle","in host","in invert","Poinar Jr, G.O. & Camino, N.B. 1986. Journal of Nematology, 18(3): 317."
197,"Revista De Biologia Tropical","Achinelly, M. F., Garcia, J. J.",2003,"Strelkovimermis_spiculatus","Strelkovimermis","Mermithidae","Mermithida","Enoplea","Nematoda","survival","",4,"metrics","yes","max","max","yes, exact",16.1,28.9,5.6,"-35",".","temperate","12","freshwater","animal","no endotherm in life cycle","in host","in invert","Poinar Jr, G.O. & Camino, N.B. 1986. Journal of Nematology, 18(3): 317."
120,"Parasitology","Barrett",1968,"Strongyloides_ratti","Strongyloides","Strongyloididae","Rhabditida","Chromadorea","Nematoda","development",".",5,"other","no","not specified","other/not specified","no, author loc",9.7,21.6,-0.1,".","52","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Viney, M. & Kikuchi, T. 2017. Parasitology, 144(3): 285-294."
121,"Parasitology","Barrett",1968,"Strongyloides_ratti","Strongyloides","Strongyloididae","Rhabditida","Chromadorea","Nematoda","survival","5000 worms per temperature",9,"other","no","50%","mid","no, author loc",9.7,21.6,-0.1,".","52","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Viney, M. & Kikuchi, T. 2017. Parasitology, 144(3): 285-294."
169,"Experimental Gerontology","Gardner, M. P., Gems, D., Viney, M. E.",2004,"Strongyloides_ratti","Strongyloides","Strongyloididae","Rhabditida","Chromadorea","Nematoda","survival","100 worms per treatment",7,"other","no","mean","mid","no, author loc",9.3,20.4,0.8,".","51","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Viney, M. & Kikuchi, T. 2017. Parasitology, 144(3): 285-294."
31,"Z Parasitenkd (Zeitschrift fur Parasitenkunde - Parasitology Research)","Rupasinghe and Ogbourne",1978,"Strongylus_edentatus","Strongylus","Strongylidae","Rhabditida","Chromadorea","Nematoda","development","sample size not large enough for statistical analysis",15,"other","no","min","min","yes, exact",9.3,20.4,0.8,"51",".","global","76","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
32,"Z Parasitenkd (Zeitschrift fur Parasitenkunde - Parasitology Research)","Rupasinghe and Ogbourne",1978,"Strongylus_equinus","Strongylus","Strongylidae","Rhabditida","Chromadorea","Nematoda","development","sample size not large enough for statistical analysis",15,"other","no","min","min","yes, exact",9.3,20.4,0.8,"51",".","global","76","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
33,"Z Parasitenkd (Zeitschrift fur Parasitenkunde - Parasitology Research)","Rupasinghe and Ogbourne",1978,"Strongylus_vulgaris","Strongylus","Strongylidae","Rhabditida","Chromadorea","Nematoda","development","sample size not large enough for statistical analysis",15,"other","no","min","min","yes, exact",9.3,20.4,0.8,"51",".","global","76","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
126,"Parasitology","Ogbourne",1972,"Strongylus_vulgaris","Strongylus","Strongylidae","Rhabditida","Chromadorea","Nematoda","development",".",7,"metrics","yes","min","min","no, author loc",9.3,20.4,0.8,".","51","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
127,"Parasitology","Ogbourne",1972,"Strongylus_vulgaris","Strongylus","Strongylidae","Rhabditida","Chromadorea","Nematoda","development",".",7,"metrics","yes","max","max","no, author loc",9.3,20.4,0.8,".","51","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
128,"Parasitology","Ogbourne",1972,"Strongylus_vulgaris","Strongylus","Strongylidae","Rhabditida","Chromadorea","Nematoda","development",".",7,"metrics","yes","midpoint","mid","no, author loc",9.3,20.4,0.8,".","51","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
129,"Parasitology","Ogbourne",1972,"Strongylus_equinus","Strongylus","Strongylidae","Rhabditida","Chromadorea","Nematoda","development",".",7,"metrics","yes","min","min","no, author loc",9.3,20.4,0.8,".","51","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
130,"Parasitology","Ogbourne",1972,"Strongylus_equinus","Strongylus","Strongylidae","Rhabditida","Chromadorea","Nematoda","development",".",7,"metrics","yes","max","max","no, author loc",9.3,20.4,0.8,".","51","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
131,"Parasitology","Ogbourne",1972,"Strongylus_equinus","Strongylus","Strongylidae","Rhabditida","Chromadorea","Nematoda","development",".",7,"metrics","yes","midpoint","mid","no, author loc",9.3,20.4,0.8,".","51","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
132,"Parasitology","Ogbourne",1972,"Strongylus_edentatus","Strongylus","Strongylidae","Rhabditida","Chromadorea","Nematoda","development",".",7,"metrics","yes","min","min","no, author loc",9.3,20.4,0.8,".","51","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
133,"Parasitology","Ogbourne",1972,"Strongylus_edentatus","Strongylus","Strongylidae","Rhabditida","Chromadorea","Nematoda","development",".",7,"metrics","yes","max","max","no, author loc",9.3,20.4,0.8,".","51","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
134,"Parasitology","Ogbourne",1972,"Strongylus_edentatus","Strongylus","Strongylidae","Rhabditida","Chromadorea","Nematoda","development",".",7,"metrics","yes","midpoint","mid","no, author loc",9.3,20.4,0.8,".","51","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
3,"Journal of Parasitology","Boag and Thomas",1985,"Teladorsagia_circumcincta","Teladorsagia","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","survival","3 replicates for each temperature with sample size 200 within each replicate",6,"other","no","50%","mid","no, author loc",8,18.5,-0.4,".","55","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
15,"Journal of Thermal Biology","Salih and Grainger",1982,"Teladorsagia_circumcincta","Teladorsagia","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","development","200 individuals at each of 7 temperatures",7,"life stages","no","mean","mid","yes, exact",9.5,18.9,2.2,"53",".","global","65","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
16,"Journal of Thermal Biology","Salih and Grainger",1982,"Teladorsagia_circumcincta","Teladorsagia","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","development","200 individuals at each of 7 temperatures",7,"life stages","no","mean","mid","yes, exact",9.5,18.9,2.2,"53",".","global","65","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
218,"Journal of Nematology","McCallister, G. L., Schmidt, G. D.",1984,"Thelastoma_bulhoesi","Thelastoma","Thelastomatidae","Oxyurida","Chromadorea","Nematoda","development","",4,"other","no","not specified","other/not specified","no, author loc",6.6,27.8,-11.5,".","39","global",".","terrestrial","animal","no endotherm in life cycle","outside host","outside host: targets invert","Carreno, R.A. 2014. Journal of Parasitology, 100(5): 553-561."
198,"Biocontrol","Arthurs, S., Heinz, K. M., Thompson, S., Krauter, P. C.",2003,"Thripinema_nicklewoodi","Thripinema","Allantonematidae","Tylenchida","Chromadorea","Nematoda","development","",6,"other","no","mean","mid","yes, exact",16.2,35.7,2,"39",".","temperate","17","terrestrial","animal","no endotherm in life cycle","in host","in invert","Grewal, P.S., Ehlers, R.U., & Shapiro-Ilan, D.I. (Eds.). 2005. Nematodes as biocontrol agents. CABI."
68,"Parasitology Research","Azam et al.",2012,"Toxocara_canis","Toxocara","Toxocaridae","Ascaridida","Chromadorea","Nematoda","development","36000",6,"other","no","50%","mid","yes, exact",9.3,20.4,0.8,"51",".","global","79","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
59,"Revista iberica de parasitologia","Rojo-vazquez and simon-martin",1985,"Trichobilharzia_sp.","Trichobiloharzia","Schistosomatidae","Strigeidida","Trematoda","Platyhelminthes","survival","?",4,"metrics","yes","50%","mid","yes, exact",10.3,23.5,0.9,"42",".","global","554","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
60,"Revista iberica de parasitologia","Rojo-vazquez and simon-martin",1985,"Trichobilharzia_sp.","Trichobiloharzia","Schistosomatidae","Strigeidida","Trematoda","Platyhelminthes","survival","?",4,"metrics","yes","max","max","yes, exact",10.3,23.5,0.9,"42",".","global","554","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets invert","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
1,"Journal of Parasitology","Boag and Thomas",1985,"Trichostrongylus_axei","Trichostrongylus","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","survival","3 replicates for each temperature with sample size 200 within each replicate",6,"other","no","50%","mid","no, author loc",8,18.5,-0.4,".","55","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
4,"Journal of Parasitology","Boag and Thomas",1985,"Trichostrongylus_colubriformis","Trichostrongylus","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","survival","3 replicates for each temperature with sample size 200 within each replicate",6,"other","no","50%","mid","no, author loc",8,18.5,-0.4,".","55","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
11,"Journal of Parasitology","Boag and Thomas",1985,"Trichostrongylus_retortaeformis","Trichostrongylus","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","survival","3 replicates for each temperature with sample size 200 within each replicate",6,"other","no","50%","mid","no, author loc",8,18.5,-0.4,".","55","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
17,"Veterinary Parasitology","Beveridge et al.",1989,"Trichostrongylus_rugatus","Trichostrongylus","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","development","200",4,"other","no","50%","mid","no, author loc",15.2,28.1,5.2,".","-35","temperate",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
18,"Veterinary Parasitology","Beveridge et al.",1989,"Trichostrongylus_vitrinus","Trichostrongylus","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","development","200",4,"life stages","no","50%","mid","yes, exact",15.2,28.1,5.2,"-35",".","global","22","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
19,"Veterinary Parasitology","Beveridge et al.",1989,"Trichostrongylus_vitrinus","Trichostrongylus","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","development",".",4,"life stages","no","50%","mid","yes, exact",15.2,28.1,5.2,"-35",".","global","22","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
65,"Canadian Journal of Zoology ","Gupta",1961,"Trichostrongylus_retortaeformis","Trichostrongylus","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","survival",".",8,"metrics","yes","50%","mid","no, author loc",4.5,25.1,-17.1,".","46","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
66,"Canadian Journal of Zoology ","Gupta",1961,"Trichostrongylus_retortaeformis","Trichostrongylus","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","survival",".",8,"metrics","yes","max","max","no, author loc",4.5,25.1,-17.1,".","46","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
67,"Canadian Journal of Zoology ","Gupta",1961,"Trichostrongylus_retortaeformis","Trichostrongylus","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","development",".",8,"other","no","mean","mid","no, author loc",4.5,25.1,-17.1,".","46","global",".","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
82,"Global Change Biology","Hernandez et al.",2013,"Trichostrongylus_retortaeformis","Trichostrongylus","Trichostrongylidae","Rhabditida","Chromadorea","Nematoda","development",".",5,"other","no","min","min","yes, exact",7.8,18.2,-0.8,"56",".","global","335","terrestrial","animal","endotherm in life cycle","outside host","outside host: targets vertebrate","Natural History Museum of London host-parasite database (www.nhm.ac.uk/research-curation/scientific-resources/taxonomy-systematics/host-parasites/database/)"
149,"Journal of Parasitology","Kutz et al.",2001,"Umingmakstrongylus_pallikuukensis","Umingmakstrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","development","24 and 35 slugs in two experiments",4,"other","no","min","min","yes, exact",-12.6,20.3,-43.6,"68",".","polar","85","terrestrial","animal","endotherm in life cycle","in host","in invert","Hoberg, E.P.et al. 1995. Canadian Journal of Zoology, 73(12): 2266-2282."
241,"Parasites and Vectors","Kafle, P., Peacock, S. J., Grond, S., Orsel, K., Kutz, S.",2018,"Varestrongylus_eleguneniensis","Varestrongylus","Protostrongylidae","Rhabditida","Chromadorea","Nematoda","development","35 or 40 slugs per temp, 200 parasites per slug",5,"other","no","min","min","yes, exact",-0.5,23.3,-24,"59",".","polar","81","terrestrial","animal","endotherm in life cycle","in host","in invert","Kafle, P. et al. 2017. Journal of Parasitology, 103(5): 584-587."
